pointcall_outdate,different date if any,captain_name,different capt if any,ship_name,different ship_name if any,ship_homeport,different homeport if any,observations,geniève (pintes de Paris),eau-de-vie (pintes de Paris),Taffia (pintes de Paris),tabac en feuilles (livres poids),thé (livres poids),corinthes (livres poids),vin rouge (pintes),vin fin (pintes),vin (barriques),vin (pots),liqueurs (pintes),tabac en poudre (livre poids),tabac fabriqué (livres poids),tabac en côtes (livres poids),drogues (livres poids),rhubarbre (livres poids),amidon (livres poids),café (livres poids),sucre brut (livres poids),sucre rafiné (livres),sucre en pain (livres poids),mousseline (livres poids),mousseline (livres tounois),mousseline des Indes (livres tournois),mousselines et mouchoirs (livres tournois),mouchoirs de mousseline (livres poids),mouchoirs de mousselin (valeur en £-stg),mouchoirs de soie (livres poids),mouchoirs de soie (livres tournois),perses (livres poids),nankins (livres poids),nankins (pièces),mouchoirs de Bandannoes (livres poids),Bandanoes (livres poids),bandanoes (valeur livres tournois),Bandanoes (pièces),Dimity (?) (livres poids),crêpes (livres poids),Soie des Indes (livres poids),soie et mousseline (livres tournois),marchandises des Indes (livres tournois),soieries (livres tournois),Jalap (livres poids),Taffetas (livres poids),Cambray (en livres tournois),Cambray (en £ stg),cambray (livres poids),Gauzes (livres poids),mercerie fine (livres poids),sené (livres poids),nacres de perle (livres tournois),pots de vess (en bouteiilles) /  potjevleesch???,porcelaine (livres tournois),voiture,Chocolat (livres poids),cartes à jouer (en livres poids),poudre à poudrer (livres poids),ship_id,ship_tonnage,pointcall_name,homeport_uhgs_id,ship_flag_standardized_fr,source_doc_id,homeport_lat,homeport_long,homeport_standardized_fr,mois,outdate,homeport_geom4326,homeport_comte,homeport_substate_1789_fr,homeport_state_1789_fr,pointcall_uhgs_id,pointcall_toponyme_fr,pointcall_toponyme_en,pointcall_lat,pointcall_long,pointcall_substate_1789_fr,pointcall_state_1789_fr,pointcall_partner_balance_1789,pointcall_partner_balance_supp_1789,pointcall_geom4326,shipment_price,shipment_price
1787=06=16,,"Wharam, Richard",,Surs,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000815N,100,Londres,A0381691,britannique,110786,"51,516,667","-0,1",Londres,6,1787-06-16,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=09=10,,"Johnson, James",,Dunkerque,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000492N,96,Londres,A0381691,britannique,111300,"51,516,667","-0,1",Londres,9,1787-09-10,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=05=18,,"Mackwy, Jean",,Vigne,,Londres,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003304N,12,Lisbonne [mais: Angleterre],A0381691,britannique,110609,"51,516,667","-0,1",Londres,5,1787-05-18,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),47,47
1787=04=21,,"Briclby, Jean",,Intégrité,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000675N,120,Riga,A0381691,britannique,110474,"51,516,667","-0,1",Londres,4,1787-04-21,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A1010107,Riga,Riga,"56,95","24,1",,Russie,Russie,Etranger,POINT (24.1 56.95),0,0
1787=03=12,,"Forbes, André",,Nancy,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000831N,100,Liverpool,A0381691,britannique,110139,"51,516,667","-0,1",Londres,3,1787-03-12,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0379790,Liverpool,Liverpool,"5,341,164","-2,978,725",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2.978725 53.41164),0,0
1787=02=01,,"Burt, John",,Prince de Galles,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000748N,60,Londres,A0381691,britannique,109895,"51,516,667","-0,1",Londres,2,1787-02-01,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=08=18,,"Wharam, Richard",,Surs,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000815N,100,Londres,A0381691,britannique,111160,"51,516,667","-0,1",Londres,8,1787-08-18,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=03=03,,"Willes, Roger",,Britania,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000772N,110,Londres,A0381691,britannique,110085,"51,516,667","-0,1",Londres,3,1787-03-03,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=03=29,,"Keas, Richard",,Surs,,Bristol,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000817N,150,Newry,A0406859,britannique,110281,"51,45","-2,583,333",Bristol,3,1787-03-29,POINT (-2.583333 51.45),Somerset shire,Angleterre,Grande-Bretagne,A0381676,Newry,Newry,"54,183,333","-6,333,333",Irlande,Grande-Bretagne,Angleterre,Etranger,POINT (-6.333333 54.183333),0,0
1787=07=18,,"Gittings, Thomas",,Lively,,Folkestone,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001516N,12,Folkstone,A0387292,britannique,110956,"51,083,333","1,183,333",Folkestone,7,1787-07-18,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0387292,Folkestone,Folkestone,"51,083,333","1,183,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (1.183333 51.083333),24,24
1787=12=21,1787=12=20,"Marsh, Thomas",,Hazard,,Folkestone,,,5200,900,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001439N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111925,"51,083,333","1,183,333",Folkestone,12,1787-12-21,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3778,3778
1787=12=14,,"Stevenson, John",,Hope,,[Folkestone],Folkestone,,3800,700,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000554N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111880,"51,083,333","1,183,333",Folkestone,12,1787-12-14,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2774,2774
1787=12=14,,"Marsh, Thomas",,Hazard,,Folkestone,,,4720,700,200,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001439N,12,Bergen [mais: Angleterre],A0387292,britannique,111879,"51,083,333","1,183,333",Folkestone,12,1787-12-14,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3353,3353
1787=12=11,,"Feast, Jean",,Peggy,,Folkestone,,,4400,1400,60,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003792N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111845,"51,083,333","1,183,333",Folkestone,12,1787-12-11,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5619,5619
1787=12=07,1787=12=10,"Stevenson, John",,Hope,Esperance,Folkestone,,,3000,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000554N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111823,"51,083,333","1,183,333",Folkestone,12,1787-12-07,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2184,2184
1787=12=05,,"Sandford, Henri","Standford, Henry",Bonne Intention,,Folkestone,,,,820,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001632N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111796,"51,083,333","1,183,333",Folkestone,12,1787-12-05,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),664,664
1787=11=30,1787=12=01,"Feast, Jean",,Peggy,,Folkestone,,,3800,400,120,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003792N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111774,"51,083,333","1,183,333",Folkestone,11,1787-11-30,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3090,3090
1787=11=30,,"Begaus, John",,Deux Frères,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001675N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111769,"51,083,333","1,183,333",Folkestone,11,1787-11-30,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=11=24,,"Feast, Jean",,Peggy,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003792N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111745,"51,083,333","1,183,333",Folkestone,11,1787-11-24,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=10=20,,"Cunningham, Robert",,Allert,,Folkestone,,,20,,480,7800,,35,,,,,,,96,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001390N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111583,"51,083,333","1,183,333",Folkestone,10,1787-10-20,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3103,3103
1787=10=20,,"Richards, Edward",,Rambler,,Folkestone,,,,,2000,8000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001649N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111582,"51,083,333","1,183,333",Folkestone,10,1787-10-20,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4111,4111
1787=10=10,,"Geffery, Thomas",,Charmante Molly,,Folkestone,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000351N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111528,"51,083,333","1,183,333",Folkestone,10,1787-10-10,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=10=11,1787=10=10,"Jeffry, Thomas","Jeffery, Thomas",Charmante Molly,,Folkestone,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,9600,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,0000351N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111517,"51,083,333","1,183,333",Folkestone,10,1787-10-11,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),76,76
1787=09=24,,"Feast, Jean",,Peggy,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003792N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111418,"51,083,333","1,183,333",Folkestone,9,1787-09-24,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=09=20,,"Gitting, Thomas",,Lively,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001516N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111389,"51,083,333","1,183,333",Folkestone,9,1787-09-20,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=09=20,,"Shallock, Philippe",,Allerte,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001390N,12,Folkstone,A0387292,britannique,111382,"51,083,333","1,183,333",Folkestone,9,1787-09-20,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0387292,Folkestone,Folkestone,"51,083,333","1,183,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (1.183333 51.083333),0,0
1787=09=20,,"Cunningham, Robert",,Allerte,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001390N,12,Folkstone,A0387292,britannique,111381,"51,083,333","1,183,333",Folkestone,9,1787-09-20,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0387292,Folkestone,Folkestone,"51,083,333","1,183,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (1.183333 51.083333),0,0
1787=07=19,,"Bardil, Pierre",,Peggy,,Guernezé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003975N,45,Guernesey,A1945598,britannique,110961,"49,45","-2,6",Guernesey,7,1787-07-19,POINT (-2.6 49.45),Guernesey,Iles anglo-normandes,Grande-Bretagne,A1945598,Guernesey,Guernesey,"49,45","-2,6",Iles anglo-normandes,Grande-Bretagne,Angleterre,Etranger,POINT (-2.6 49.45),0,0
1787=09=12,,"Fearn, George",,Rover,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001257N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111333,"51,083,333","1,183,333",Folkestone,9,1787-09-12,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=09=07,,"Rolfe, William",,Bonne Intention,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001632N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111286,"51,083,333","1,183,333",Folkestone,9,1787-09-07,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=08=18,,"Cunningham, Robert",,Alert,,Folkestone,,,,40,280,6000,,1200,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001390N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111154,"51,083,333","1,183,333",Folkestone,8,1787-08-18,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2349,2349
1787=08=17,,"Cook, Peter",,Fortune,,Folkestone,,,,,760,6000,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001564N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111149,"51,083,333","1,183,333",Folkestone,8,1787-08-17,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2609,2609
1787=08=14,,"Getting, Thomas",,Lively,,Folkestone,,,80,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001516N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111125,"51,083,333","1,183,333",Folkestone,8,1787-08-14,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),189,189
1787=08=10,,"Flaira, Daniel",,Quatre Frères,,Folkestone,,un ballot mouchoir de soie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000372N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111096,"51,083,333","1,183,333",Folkestone,8,1787-08-10,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1900,1900
1787=08=02,,"Hall, John",,Partridge,Perdrix,Folkestone,,,400,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000160N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111053,"51,083,333","1,183,333",Folkestone,8,1787-08-02,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2756,2756
1787=08=01,1787=08=02,"Jeffery, Thomas",,Charmante Molly,,Folkestone,,500 pièces bandanoes valant 14000 lt,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,,,,,,,,,,,,,,,,,,,,,,,0000351N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111046,"51,083,333","1,183,333",Folkestone,8,1787-08-01,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),14024,14024
1787=07=31,,"Jeffery, Thomas",,Charmante Molly,,Folkestone,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,0000351N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111041,"51,083,333","1,183,333",Folkestone,7,1787-07-31,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),24,24
1787=07=30,1787=07=29,"Jeffery, Thomas",,Charmante Molly,,Folkestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,0000351N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111036,"51,083,333","1,183,333",Folkestone,7,1787-07-30,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=07=26,,"Cullen, Richard",,Charmante Molly,,Folkestone,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000351N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111007,"51,083,333","1,183,333",Folkestone,7,1787-07-26,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),24,24
1787=07=19,,"Cock, Peter","Cook, Peter",Fortune,,Folkestone,,,,,460,6000,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001564N,12,Lisbonne [mais: Angleterre],A0387292,britannique,110960,"51,083,333","1,183,333",Folkestone,7,1787-07-19,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2432,2432
1787=07=17,,"Feast, John",,Peggy,,Folkestone,,,2200,400,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003792N,12,Lisbonne [mais: Angleterre],A0387292,britannique,110947,"51,083,333","1,183,333",Folkestone,7,1787-07-17,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4055,4055
1787=07=16,,"Carry, Jean","Curry, John",Sanwich,Sandwich,Folkestone,,,340,500,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001391N,12,Lisbonne [mais: Angleterre],A0387292,britannique,110937,"51,083,333","1,183,333",Folkestone,7,1787-07-16,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1228,1228
1787=07=04,,"Richard, Edward","Richards, Edwards",Fortune,,Folkestone,,,,,200,10080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001564N,12,Lisbonne [mais: Angleterre],A0387292,britannique,110871,"51,083,333","1,183,333",Folkestone,7,1787-07-04,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3747,3747
1787=07=02,,"Pittman, John",,Fortune,,Folkestone,,,,1300,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001564N,12,Lisbonne [mais: Angleterre],A0387292,britannique,110859,"51,083,333","1,183,333",Folkestone,7,1787-07-02,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1180,1180
1787=06=23,,"Man,Thomas","Mann, Thomas",Peggy,,Folkestone,,,3820,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003792N,12,Lisbonne [mais: Angleterre],A0387292,britannique,110817,"51,083,333","1,183,333",Folkestone,6,1787-06-23,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2491,2491
1787=06=18,,"Cunningham, Robert",,Alert,,Folkestone,,,,40,240,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001390N,12,Lisbonne [mais: Angleterre],A0387292,britannique,110794,"51,083,333","1,183,333",Folkestone,6,1787-06-18,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2037,2037
1787=06=16,,"Hall, Jean",,Deux Frères,,Folkestone,,,,260,180,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001675N,12,Lisbonne [mais: Angleterre],A0387292,britannique,110783,"51,083,333","1,183,333",Folkestone,6,1787-06-16,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5300,5300
1787=06=08,,"Hollands, William",,Deux  frères,,Folkestone,,,40,120,60,13440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001675N,12,Lisbonne [mais: Angleterre],A0387292,britannique,110731,"51,083,333","1,183,333",Folkestone,6,1787-06-08,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4968,4968
